division,rank,fighter,avgCardSlot,fightsUsed,lastFight,divisionInferred
WOMENS_BANTAMWEIGHT,11,"Mayra Bueno Silva",9.67,3,2026-04-25,no
WOMENS_BANTAMWEIGHT,12,"Bia Mesquita",10.00,2,2026-06-20,no
WOMENS_BANTAMWEIGHT,13,"Daria Zheleznyakova",10.00,2,2025-06-21,yes
WOMENS_BANTAMWEIGHT,14,"Josiane Nunes",10.00,3,2025-03-15,yes
WOMENS_BANTAMWEIGHT,15,"Luana Santos",10.33,3,2026-06-20,no
WOMENS_BANTAMWEIGHT,16,"Chelsea Chandler",10.67,3,2026-06-06,no
WOMENS_BANTAMWEIGHT,17,"Melissa Mullins",10.67,3,2026-06-20,no
WOMENS_BANTAMWEIGHT,18,"Jacqueline Cavalcanti",10.67,3,2026-05-16,no
WOMENS_BANTAMWEIGHT,19,"Michelle Montague",11.00,2,2026-04-25,no
WOMENS_BANTAMWEIGHT,20,"Melissa Croden",11.00,3,2026-04-18,no
WOMENS_BANTAMWEIGHT,21,"Klaudia Sygula",11.33,3,2026-02-07,yes
WOMENS_BANTAMWEIGHT,22,"Priscila Cachoeira",11.67,3,2026-06-06,no
WOMENS_BANTAMWEIGHT,23,"Luana Carolina",11.67,3,2026-03-21,no
WOMENS_BANTAMWEIGHT,24,"Hailey Cowan",12.33,3,2026-04-04,no
WOMENS_BANTAMWEIGHT,25,"Alice Pereira",13.00,2,2026-04-04,no
WOMENS_FLYWEIGHT,1,"Valentina Shevchenko",2.00,3,2025-11-15,yes
WOMENS_FLYWEIGHT,2,"Manon Fiorot",2.33,3,2025-10-18,yes
WOMENS_FLYWEIGHT,3,"Alexa Grasso",2.67,3,2026-03-28,no
WOMENS_FLYWEIGHT,4,"Rose Namajunas",2.67,3,2026-01-24,yes
WOMENS_FLYWEIGHT,5,"Natalia Silva",3.33,3,2026-01-24,yes
WOMENS_FLYWEIGHT,6,"Erin Blanchfield",3.67,3,2025-11-15,no
WOMENS_FLYWEIGHT,7,"Jasmine Jasudavicius",5.00,3,2026-04-18,no
WOMENS_FLYWEIGHT,8,"Viviane Araujo",5.33,3,2025-06-28,yes
WOMENS_FLYWEIGHT,9,"Maycee Barber",5.67,3,2026-03-28,no
WOMENS_FLYWEIGHT,10,"Tracy Cortez",5.67,3,2025-11-15,no
WOMENS_FLYWEIGHT,11,"Jessica Andrade",5.67,3,2025-08-16,yes
WOMENS_FLYWEIGHT,12,"Miranda Maverick",7.00,3,2025-06-14,yes
WOMENS_FLYWEIGHT,13,"Karine Silva",7.67,3,2026-04-18,no
WOMENS_FLYWEIGHT,14,"Gabriella Fernandes",8.67,3,2026-03-28,no
WOMENS_FLYWEIGHT,15,"JJ Aldrich",10.67,3,2026-04-18,no
WOMENS_FLYWEIGHT,16,"Dione Barbosa",11.00,3,2026-04-04,no
WOMENS_FLYWEIGHT,17,"Ernesta Kareckaite",11.00,3,2026-02-28,no
WOMENS_FLYWEIGHT,18,"Jamey-Lyn Horth",12.00,3,2026-04-18,no
WOMENS_FLYWEIGHT,19,"Veronica Macedo",12.67,3,2025-10-04,yes
WOMENS_FLYWEIGHT,20,"Juliana Miller",13.00,3,2026-02-22,no
WOMENS_FLYWEIGHT,21,"Carli Judice",13.67,3,2026-02-22,no
WOMENS_FLYWEIGHT,22,"Yuneisy Duben",14.00,2,2026-06-06,no
WOMENS_STRAWWEIGHT,1,"Mackenzie Dern",1.33,3,2025-10-25,no
WOMENS_STRAWWEIGHT,2,"Zhang Weili",2.00,3,2025-11-15,yes
WOMENS_STRAWWEIGHT,3,"Virna Jandiroba",3.67,3,2026-04-04,no
WOMENS_STRAWWEIGHT,4,"Yan Xiaonan",3.67,3,2025-04-12,yes
WOMENS_STRAWWEIGHT,5,"Amanda Ribas",3.67,3,2025-07-26,no
WOMENS_STRAWWEIGHT,6,"Tabatha Ricci",4.33,3,2026-04-04,no
WOMENS_STRAWWEIGHT,7,"Iasmin Lucindo",4.67,3,2025-08-09,yes
WOMENS_STRAWWEIGHT,8,"Amanda Lemos",5.00,3,2026-03-14,no
WOMENS_STRAWWEIGHT,9,"Gillian Robertson",5.00,3,2026-03-14,no
WOMENS_STRAWWEIGHT,10,"Molly McCann",6.00,3,2025-03-22,yes
WOMENS_STRAWWEIGHT,11,"Tatiana Suarez",6.67,3,2026-04-11,no
WOMENS_STRAWWEIGHT,12,"Luana Pinheiro",6.67,3,2025-05-17,yes
WOMENS_STRAWWEIGHT,13,"Lupita Godinez",7.33,3,2025-08-16,yes
WOMENS_STRAWWEIGHT,14,"Karolina Kowalkiewicz",8.00,3,2025-10-11,yes
WOMENS_STRAWWEIGHT,15,"Elise Reed",8.00,3,2025-05-17,yes
WOMENS_STRAWWEIGHT,16,"Denise Gomes",8.33,3,2025-11-08,yes
WOMENS_STRAWWEIGHT,17,"Marina Rodriguez",9.00,3,2025-05-03,yes
WOMENS_STRAWWEIGHT,18,"Angela Hill",9.33,3,2026-05-30,no
WOMENS_STRAWWEIGHT,19,"Cong Wang",9.67,3,2026-02-07,yes
WOMENS_STRAWWEIGHT,20,"Alexia Thainara",10.33,3,2026-03-28,no
WOMENS_STRAWWEIGHT,21,"Bruna Brasil",10.67,3,2026-03-28,no
WOMENS_STRAWWEIGHT,22,"Ravena Oliveira",10.67,3,2026-03-21,no
WOMENS_STRAWWEIGHT,23,"Tecia Torres",10.67,3,2025-11-08,yes
WOMENS_STRAWWEIGHT,24,"Stephanie Luciano",11.33,3,2026-03-28,no
WOMENS_STRAWWEIGHT,25,"Alice Ardelean",11.33,3,2026-05-16,no
WOMENS_STRAWWEIGHT,26,"Melissa Martinez",11.33,3,2025-07-12,yes
WOMENS_STRAWWEIGHT,27,"Polyana Viana",11.67,3,2026-05-16,no
WOMENS_STRAWWEIGHT,28,"Vanessa Demopoulos",11.67,3,2025-06-14,yes
WOMENS_STRAWWEIGHT,29,"Julia Polastri",12.00,3,2026-04-25,no
WOMENS_STRAWWEIGHT,30,"Victoria Dudakova",12.00,3,2025-01-11,yes
WOMENS_STRAWWEIGHT,31,"Fatima Kline",12.33,3,2025-11-15,no
WOMENS_STRAWWEIGHT,32,"Ketlen Souza",12.33,3,2026-06-06,no
WOMENS_STRAWWEIGHT,33,"Loma Lookboonmee",12.33,3,2026-05-30,no
WOMENS_STRAWWEIGHT,34,"Sam Hughes",12.33,3,2026-03-14,no
WOMENS_STRAWWEIGHT,35,"Ariane Carnelossi",13.00,3,2026-06-06,no
WOMENS_STRAWWEIGHT,36,"Piera Rodriguez",13.00,3,2026-03-14,no
WOMENS_STRAWWEIGHT,37,"Shauna Bannon",13.33,3,2026-05-16,no
WOMENS_STRAWWEIGHT,38,"Nicolle Caliari",13.67,3,2026-05-16,no
WOMENS_STRAWWEIGHT,39,"Jaqueline Amorim",13.67,3,2026-05-30,no
WOMENS_STRAWWEIGHT,40,"Talita Alencar",13.67,3,2026-04-25,no
