division,rank,fighter,score,fightsUsed,lastFight,divisionInferred
WOMENS_STRAWWEIGHT,13,"Luana Pinheiro",38.04,3,2025-05-17,yes
WOMENS_STRAWWEIGHT,14,"Karolina Kowalkiewicz",37.15,3,2025-10-11,yes
WOMENS_STRAWWEIGHT,15,"Angela Hill",36.77,3,2026-05-30,no
WOMENS_STRAWWEIGHT,16,"Marina Rodriguez",35.70,3,2025-05-03,yes
WOMENS_STRAWWEIGHT,17,"Cong Wang",33.74,3,2026-02-07,yes
WOMENS_STRAWWEIGHT,18,"Bruna Brasil",31.10,3,2026-03-28,no
WOMENS_STRAWWEIGHT,19,"Elise Reed",31.00,3,2025-05-17,yes
WOMENS_STRAWWEIGHT,20,"Denise Gomes",30.63,3,2025-11-08,yes
WOMENS_STRAWWEIGHT,21,"Alexia Thainara",29.03,3,2026-03-28,no
WOMENS_STRAWWEIGHT,22,"Polyana Viana",27.36,3,2026-05-16,no
WOMENS_STRAWWEIGHT,23,"Ravena Oliveira",26.44,3,2026-03-21,no
WOMENS_STRAWWEIGHT,24,"Stephanie Luciano",25.74,3,2026-03-28,no
WOMENS_STRAWWEIGHT,25,"Tecia Torres",22.15,3,2025-11-08,yes
WOMENS_STRAWWEIGHT,26,"Julia Polastri",21.93,3,2026-04-25,no
WOMENS_STRAWWEIGHT,27,"Fatima Kline",21.58,3,2025-11-15,no
WOMENS_STRAWWEIGHT,28,"Ketlen Souza",21.33,3,2026-06-06,no
WOMENS_STRAWWEIGHT,29,"Nicolle Caliari",20.97,3,2026-05-16,no
WOMENS_STRAWWEIGHT,30,"Alice Ardelean",20.72,3,2026-05-16,no
WOMENS_STRAWWEIGHT,31,"Melissa Martinez",20.67,3,2025-07-12,yes
WOMENS_STRAWWEIGHT,32,"Loma Lookboonmee",20.44,3,2026-05-30,no
WOMENS_STRAWWEIGHT,33,"Sam Hughes",20.00,3,2026-03-14,no
WOMENS_STRAWWEIGHT,34,"Victoria Dudakova",19.88,3,2025-01-11,yes
WOMENS_STRAWWEIGHT,35,"Jaqueline Amorim",19.76,3,2026-05-30,no
WOMENS_STRAWWEIGHT,36,"Vanessa Demopoulos",18.96,3,2025-06-14,yes
WOMENS_STRAWWEIGHT,37,"Ariane Carnelossi",18.96,3,2026-06-06,no
WOMENS_STRAWWEIGHT,38,"Shauna Bannon",18.67,3,2026-05-16,no
WOMENS_STRAWWEIGHT,39,"Piera Rodriguez",16.00,3,2026-03-14,no
WOMENS_STRAWWEIGHT,40,"Talita Alencar",16.00,3,2026-04-25,no
